Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2281 WHRL RG6 TRI 1000,2276V BKRL RG6 90 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
1165.25,-6.242139684,-6.242139684,-6.242139684,-7.444473912,-6.242139684,-7.444473912,-5.17356828,-6.260916489,-6.260916489,-5.17356828,-6.260916489,-7.696337161,-7.696337161,-5.17356828,-5.432326575,-7.696337161,-7.696337161,-7.696337161,-9.039657833,-5.432326575,-9.039657833,-9.039657833,-7.444473912,-5.432326575,-5.432326575,-5.564948619,-6.242139684,-9.039657833,-7.696337161,-5.17356828,-7.696337161,-5.432326575,-6.242139684,-6.242139684,-5.17356828,-7.696337161,-7.696337161,-9.039657833,-9.039657833,-7.444473912,-7.444473912,-7.444473912,-7.696337161,-7.696337161,-6.260916489,-6.260916489,-9.039657833,-6.260916489,-6.260916489,-6.260916489,-6.274365194,-5.432326575,-9.039657833,-7.444473912,-6.274365194,-7.444473912,-9.039657833,-6.242139684,-7.444473912,-5.17356828,-7.696337161,-7.696337161,-7.696337161,-6.260916489,-7.696337161,-7.696337161,-6.260916489,-9.039657833,-7.444473912,-9.039657833,-9.039657833,-9.039657833,-5.17356828,-7.696337161,-6.260916489,-6.260916489,-5.564948619,-6.242139684,-9.039657833,-7.444473912,-26.89174551,-18.2694516,-13.83198547,-18.48323902,-18.48323902,-26.59902809,-26.89174551,-26.59944449,-26.59902809,-26.59902809,-18.48323902,-26.59902809,-28.30409244,-13.83198547
1171.25,-6.261263263,-6.261263263,-6.261263263,-7.463466136,-6.261263263,-7.463466136,-5.183079183,-6.27965771,-6.27965771,-5.183079183,-6.27965771,-7.717638249,-7.717638249,-5.183079183,-5.447557374,-7.717638249,-7.717638249,-7.717638249,-9.066443578,-5.447557374,-9.066443578,-9.066443578,-7.463466136,-5.447557374,-5.447557374,-5.576099108,-6.261263263,-9.066443578,-7.717638249,-5.183079183,-7.717638249,-5.447557374,-6.261263263,-6.261263263,-5.183079183,-7.717638249,-7.717638249,-9.066443578,-9.066443578,-7.463466136,-7.463466136,-7.463466136,-7.717638249,-7.717638249,-6.27965771,-6.27965771,-9.066443578,-6.27965771,-6.27965771,-6.27965771,-6.292275471,-5.447557374,-9.066443578,-7.463466136,-6.292275471,-7.463466136,-9.066443578,-6.261263263,-7.463466136,-5.183079183,-7.717638249,-7.717638249,-7.717638249,-6.27965771,-7.717638249,-7.717638249,-6.27965771,-9.066443578,-7.463466136,-9.066443578,-9.066443578,-9.066443578,-5.183079183,-7.717638249,-6.27965771,-6.27965771,-5.576099108,-6.261263263,-9.066443578,-7.463466136,-26.9783059,-18.33275289,-13.88089947,-18.55738597,-18.55738597,-26.67691674,-26.9783059,-26.67728672,-26.67691674,-26.67691674,-18.55738597,-26.67691674,-28.35861699,-13.88089947
1177.25,-6.280379605,-6.280379605,-6.280379605,-7.482657162,-6.280379605,-7.482657162,-5.19304952,-6.298505617,-6.298505617,-5.19304952,-6.298505617,-7.739092311,-7.739092311,-5.19304952,-5.462878484,-7.739092311,-7.739092311,-7.739092311,-9.093348724,-5.462878484,-9.093348724,-9.093348724,-7.482657162,-5.462878484,-5.462878484,-5.587548763,-6.280379605,-9.093348724,-7.739092311,-5.19304952,-7.739092311,-5.462878484,-6.280379605,-6.280379605,-5.19304952,-7.739092311,-7.739092311,-9.093348724,-9.093348724,-7.482657162,-7.482657162,-7.482657162,-7.739092311,-7.739092311,-6.298505617,-6.298505617,-9.093348724,-6.298505617,-6.298505617,-6.298505617,-6.310134099,-5.462878484,-9.093348724,-7.482657162,-6.310134099,-7.482657162,-9.093348724,-6.280379605,-7.482657162,-5.19304952,-7.739092311,-7.739092311,-7.739092311,-6.298505617,-7.739092311,-7.739092311,-6.298505617,-9.093348724,-7.482657162,-9.093348724,-9.093348724,-9.093348724,-5.19304952,-7.739092311,-6.298505617,-6.298505617,-5.587548763,-6.280379605,-9.093348724,-7.482657162,-27.0646333,-18.39598398,-13.9296529,-18.63162636,-18.63162636,-26.75543158,-27.0646333,-26.75574522,-26.75543158,-26.75543158,-18.63162636,-26.75543158,-28.41214019,-13.9296529
1183.25,-6.299488451,-6.299488451,-6.299488451,-7.502069476,-6.299488451,-7.502069476,-5.203570586,-6.317468758,-6.317468758,-5.203570586,-6.317468758,-7.760714195,-7.760714195,-5.203570586,-5.478298623,-7.760714195,-7.760714195,-7.760714195,-9.120383086,-5.478298623,-9.120383086,-9.120383086,-7.502069476,-5.478298623,-5.478298623,-5.599384937,-6.299488451,-9.120383086,-7.760714195,-5.203570586,-7.760714195,-5.478298623,-6.299488451,-6.299488451,-5.203570586,-7.760714195,-7.760714195,-9.120383086,-9.120383086,-7.502069476,-7.502069476,-7.502069476,-7.760714195,-7.760714195,-6.317468758,-6.317468758,-9.120383086,-6.317468758,-6.317468758,-6.317468758,-6.327940339,-5.478298623,-9.120383086,-7.502069476,-6.327940339,-7.502069476,-9.120383086,-6.299488451,-7.502069476,-5.203570586,-7.760714195,-7.760714195,-7.760714195,-6.317468758,-7.760714195,-7.760714195,-6.317468758,-9.120383086,-7.502069476,-9.120383086,-9.120383086,-9.120383086,-5.203570586,-7.760714195,-6.317468758,-6.317468758,-5.599384937,-6.299488451,-9.120383086,-7.502069476,-27.15072156,-18.45913671,-13.97825137,-18.70594671,-18.70594671,-26.83463977,-27.15072156,-26.83488659,-26.83463977,-26.83463977,-18.70594671,-26.83463977,-28.46468761,-13.97825137
1189.25,-6.318589545,-6.318589545,-6.318589545,-7.521725567,-6.318589545,-7.521725567,-5.214733675,-6.336555682,-6.336555682,-5.214733675,-6.336555682,-7.782518748,-7.782518748,-5.214733675,-5.493826511,-7.782518748,-7.782518748,-7.782518748,-9.147556484,-5.493826511,-9.147556484,-9.147556484,-7.521725567,-5.493826511,-5.493826511,-5.611694981,-6.318589545,-9.147556484,-7.782518748,-5.214733675,-7.782518748,-5.493826511,-6.318589545,-6.318589545,-5.214733675,-7.782518748,-7.782518748,-9.147556484,-9.147556484,-7.521725567,-7.521725567,-7.521725567,-7.782518748,-7.782518748,-6.336555682,-6.336555682,-9.147556484,-6.336555682,-6.336555682,-6.336555682,-6.34569345,-5.493826511,-9.147556484,-7.521725567,-6.34569345,-7.521725567,-9.147556484,-6.318589545,-7.521725567,-5.214733675,-7.782518748,-7.782518748,-7.782518748,-6.336555682,-7.782518748,-7.782518748,-6.336555682,-9.147556484,-7.521725567,-9.147556484,-9.147556484,-9.147556484,-5.214733675,-7.782518748,-6.336555682,-6.336555682,-5.611694981,-6.318589545,-9.147556484,-7.521725567,-27.23656451,-18.52220293,-14.02670047,-18.78033356,-18.78033356,-26.91460848,-27.23656451,-26.91477743,-26.91460848,-26.91460848,-18.78033356,-26.91460848,-28.51628476,-14.02670047
1195.25,-6.337682632,-6.337682632,-6.337682632,-7.54164792,-6.337682632,-7.54164792,-5.226630082,-6.355774938,-6.355774938,-5.226630082,-6.355774938,-7.804520818,-7.804520818,-5.226630082,-5.509470868,-7.804520818,-7.804520818,-7.804520818,-9.174878736,-5.509470868,-9.174878736,-9.174878736,-7.54164792,-5.509470868,-5.509470868,-5.624566248,-6.337682632,-9.174878736,-7.804520818,-5.226630082,-7.804520818,-5.509470868,-6.337682632,-6.337682632,-5.226630082,-7.804520818,-7.804520818,-9.174878736,-9.174878736,-7.54164792,-7.54164792,-7.54164792,-7.804520818,-7.804520818,-6.355774938,-6.355774938,-9.174878736,-6.355774938,-6.355774938,-6.355774938,-6.363392693,-5.509470868,-9.174878736,-7.54164792,-6.363392693,-7.54164792,-9.174878736,-6.337682632,-7.54164792,-5.226630082,-7.804520818,-7.804520818,-7.804520818,-6.355774938,-7.804520818,-7.804520818,-6.355774938,-9.174878736,-7.54164792,-9.174878736,-9.174878736,-9.174878736,-5.226630082,-7.804520818,-6.355774938,-6.355774938,-5.624566248,-6.337682632,-9.174878736,-7.54164792,-27.322156,-18.58517447,-14.07500581,-18.85477341,-18.85477341,-26.99540487,-27.322156,-26.99548433,-26.99540487,-26.99540487,-18.85477341,-26.99540487,-28.56695718,-14.07500581
1201.25,-6.356767453,-6.356767453,-6.356767453,-7.561859024,-6.356767453,-7.561859024,-5.239351104,-6.375135074,-6.375135074,-5.239351104,-6.375135074,-7.826735251,-7.826735251,-5.239351104,-5.525240414,-7.826735251,-7.826735251,-7.826735251,-9.202359658,-5.525240414,-9.202359658,-9.202359658,-7.561859024,-5.525240414,-5.525240414,-5.638086089,-6.356767453,-9.202359658,-7.826735251,-5.239351104,-7.826735251,-5.525240414,-6.356767453,-6.356767453,-5.239351104,-7.826735251,-7.826735251,-9.202359658,-9.202359658,-7.561859024,-7.561859024,-7.561859024,-7.826735251,-7.826735251,-6.375135074,-6.375135074,-9.202359658,-6.375135074,-6.375135074,-6.375135074,-6.381037328,-5.525240414,-9.202359658,-7.561859024,-6.381037328,-7.561859024,-9.202359658,-6.356767453,-7.561859024,-5.239351104,-7.826735251,-7.826735251,-7.826735251,-6.375135074,-7.826735251,-7.826735251,-6.375135074,-9.202359658,-7.561859024,-9.202359658,-9.202359658,-9.202359658,-5.239351104,-7.826735251,-6.375135074,-6.375135074,-5.638086089,-6.356767453,-9.202359658,-7.561859024,-27.40748986,-18.6480432,-14.12317301,-18.92925279,-18.92925279,-27.07708896,-27.40748986,-27.07706651,-27.07708896,-27.07708896,-18.92925279,-27.07708896,-28.61673041,-14.12317301
1207.25,-6.375843752,-6.375843752,-6.375843752,-7.582381365,-6.375843752,-7.582381365,-5.252988033,-6.394644639,-6.394644639,-5.252988033,-6.394644639,-7.849176896,-7.849176896,-5.252988033,-5.541143867,-7.849176896,-7.849176896,-7.849176896,-9.23000907,-5.541143867,-9.23000907,-9.23000907,-7.582381365,-5.541143867,-5.541143867,-5.652341857,-6.375843752,-9.23000907,-7.849176896,-5.252988033,-7.849176896,-5.541143867,-6.375843752,-6.375843752,-5.252988033,-7.849176896,-7.849176896,-9.23000907,-9.23000907,-7.582381365,-7.582381365,-7.582381365,-7.849176896,-7.849176896,-6.394644639,-6.394644639,-9.23000907,-6.394644639,-6.394644639,-6.394644639,-6.398626616,-5.541143867,-9.23000907,-7.582381365,-6.398626616,-7.582381365,-9.23000907,-6.375843752,-7.582381365,-5.252988033,-7.849176896,-7.849176896,-7.849176896,-6.394644639,-7.849176896,-7.849176896,-6.394644639,-9.23000907,-7.582381365,-9.23000907,-9.23000907,-9.23000907,-5.252988033,-7.849176896,-6.394644639,-6.394644639,-5.652341857,-6.375843752,-9.23000907,-7.582381365,-27.49255993,-18.71080094,-14.17120767,-19.00375823,-19.00375823,-27.15948479,-27.49255993,-27.15934077,-27.15948479,-27.15948479,-19.00375823,-27.15948479,-28.66562998,-14.17120767
1213.25,-6.394911274,-6.394911274,-6.394911274,-7.60323743,-6.394911274,-7.60323743,-5.267632167,-6.414312182,-6.414312182,-5.267632167,-6.414312182,-7.8718606,-7.8718606,-5.267632167,-5.557189947,-7.8718606,-7.8718606,-7.8718606,-9.257836788,-5.557189947,-9.257836788,-9.257836788,-7.60323743,-5.557189947,-5.557189947,-5.667420904,-6.394911274,-9.257836788,-7.8718606,-5.267632167,-7.8718606,-5.557189947,-6.394911274,-6.394911274,-5.267632167,-7.8718606,-7.8718606,-9.257836788,-9.257836788,-7.60323743,-7.60323743,-7.60323743,-7.8718606,-7.8718606,-6.414312182,-6.414312182,-9.257836788,-6.414312182,-6.414312182,-6.414312182,-6.416159816,-5.557189947,-9.257836788,-7.60323743,-6.416159816,-7.60323743,-9.257836788,-6.394911274,-7.60323743,-5.267632167,-7.8718606,-7.8718606,-7.8718606,-6.414312182,-7.8718606,-7.8718606,-6.414312182,-9.257836788,-7.60323743,-9.257836788,-9.257836788,-9.257836788,-5.267632167,-7.8718606,-6.414312182,-6.414312182,-5.667420904,-6.394911274,-9.257836788,-7.60323743,-27.57736006,-18.77343955,-14.21911539,-19.07827625,-19.07827625,-27.24246804,-27.57736006,-27.24218045,-27.24246804,-27.24246804,-19.07827625,-27.24246804,-28.71368142,-14.21911539
1218,-6.41,-6.41,-6.41,-7.62,-6.41,-7.62,-5.28,-6.43,-6.43,-5.28,-6.43,-7.89,-7.89,-5.28,-5.57,-7.89,-7.89,-7.89,-9.28,-5.57,-9.28,-9.28,-7.62,-5.57,-5.57,-5.68,-6.41,-9.28,-7.89,-5.28,-7.89,-5.57,-6.41,-6.41,-5.28,-7.89,-7.89,-9.28,-9.28,-7.62,-7.62,-7.62,-7.89,-7.89,-6.43,-6.43,-9.28,-6.43,-6.43,-6.43,-6.43,-5.57,-9.28,-7.62,-6.43,-7.62,-9.28,-6.41,-7.62,-5.28,-7.89,-7.89,-7.89,-6.43,-7.89,-7.89,-6.43,-9.28,-7.62,-9.28,-9.28,-9.28,-5.28,-7.89,-6.43,-6.43,-5.68,-6.41,-9.28,-7.62,-27.64429798,-18.82293857,-14.25695602,-19.1372697,-19.1372697,-27.30855902,-27.64429798,-27.30814299,-27.30855902,-27.30855902,-19.1372697,-27.30855902,-28.75113752,-14.25695602
1224,-6.429087211,-6.429087211,-6.429087211,-7.641473285,-6.429087211,-7.641473285,-5.296183099,-6.449996345,-6.449996345,-5.296183099,-6.449996345,-7.913149179,-7.913149179,-5.296183099,-5.58631954,-7.913149179,-7.913149179,-7.913149179,-9.308204519,-5.58631954,-9.308204519,-9.308204519,-7.641473285,-5.58631954,-5.58631954,-5.696219228,-6.429087211,-9.308204519,-7.913149179,-5.296183099,-7.913149179,-5.58631954,-6.429087211,-6.429087211,-5.296183099,-7.913149179,-7.913149179,-9.308204519,-9.308204519,-7.641473285,-7.641473285,-7.641473285,-7.913149179,-7.913149179,-6.449996345,-6.449996345,-9.308204519,-6.449996345,-6.449996345,-6.449996345,-6.447432681,-5.58631954,-9.308204519,-7.641473285,-6.447432681,-7.641473285,-9.308204519,-6.429087211,-7.641473285,-5.296183099,-7.913149179,-7.913149179,-7.913149179,-6.449996345,-7.913149179,-7.913149179,-6.449996345,-9.308204519,-7.641473285,-9.308204519,-9.308204519,-9.308204519,-5.296183099,-7.913149179,-6.449996345,-6.449996345,-5.696219228,-6.429087211,-9.308204519,-7.641473285,-27.72859905,-18.88534334,-14.30465034,-19.21177654,-19.21177654,-27.39251634,-27.72859905,-27.39192041,-27.39251634,-27.39251634,-19.21177654,-27.39251634,-28.79773327,-14.30465034
1230,-6.448234265,-6.448234265,-6.448234265,-7.663245467,-6.448234265,-7.663245467,-5.312573599,-6.470210784,-6.470210784,-5.312573599,-6.470210784,-7.936553711,-7.936553711,-5.312573599,-5.602788021,-7.936553711,-7.936553711,-7.936553711,-9.336665434,-5.602788021,-9.336665434,-9.336665434,-7.663245467,-5.602788021,-5.602788021,-5.712342829,-6.448234265,-9.336665434,-7.936553711,-5.312573599,-7.936553711,-5.602788021,-6.448234265,-6.448234265,-5.312573599,-7.936553711,-7.936553711,-9.336665434,-9.336665434,-7.663245467,-7.663245467,-7.663245467,-7.936553711,-7.936553711,-6.470210784,-6.470210784,-9.336665434,-6.470210784,-6.470210784,-6.470210784,-6.464812097,-5.602788021,-9.336665434,-7.663245467,-6.464812097,-7.663245467,-9.336665434,-6.448234265,-7.663245467,-5.312573599,-7.936553711,-7.936553711,-7.936553711,-6.470210784,-7.936553711,-7.936553711,-6.470210784,-9.336665434,-7.663245467,-9.336665434,-9.336665434,-9.336665434,-5.312573599,-7.936553711,-6.470210784,-6.470210784,-5.712342829,-6.448234265,-9.336665434,-7.663245467,-27.81261297,-18.9476062,-14.35223338,-19.28625833,-19.28625833,-27.47697358,-27.81261297,-27.47617918,-27.47697358,-27.47697358,-19.28625833,-27.47697358,-28.84355218,-14.35223338
1236,-6.467436734,-6.467436734,-6.467436734,-7.685303449,-6.467436734,-7.685303449,-5.32916257,-6.490633106,-6.490633106,-5.32916257,-6.490633106,-7.960202244,-7.960202244,-5.32916257,-5.61939878,-7.960202244,-7.960202244,-7.960202244,-9.365370238,-5.61939878,-9.365370238,-9.365370238,-7.685303449,-5.61939878,-5.61939878,-5.728373951,-6.467436734,-9.365370238,-7.960202244,-5.32916257,-7.960202244,-5.61939878,-6.467436734,-6.467436734,-5.32916257,-7.960202244,-7.960202244,-9.365370238,-9.365370238,-7.685303449,-7.685303449,-7.685303449,-7.960202244,-7.960202244,-6.490633106,-6.490633106,-9.365370238,-6.490633106,-6.490633106,-6.490633106,-6.482139371,-5.61939878,-9.365370238,-7.685303449,-6.482139371,-7.685303449,-9.365370238,-6.467436734,-7.685303449,-5.32916257,-7.960202244,-7.960202244,-7.960202244,-6.490633106,-7.960202244,-7.960202244,-6.490633106,-9.365370238,-7.685303449,-9.365370238,-9.365370238,-9.365370238,-5.32916257,-7.960202244,-6.490633106,-6.490633106,-5.728373951,-6.467436734,-9.365370238,-7.685303449,-27.89633358,-19.009719,-14.39971074,-19.3607016,-19.3607016,-27.5618994,-27.89633358,-27.56088918,-27.5618994,-27.5618994,-19.3607016,-27.5618994,-28.8886198,-14.39971074
1242,-6.486690191,-6.486690191,-6.486690191,-7.707634137,-6.486690191,-7.707634137,-5.345941083,-6.511253099,-6.511253099,-5.345941083,-6.511253099,-7.984083428,-7.984083428,-5.345941083,-5.636145156,-7.984083428,-7.984083428,-7.984083428,-9.394306427,-5.636145156,-9.394306427,-9.394306427,-7.707634137,-5.636145156,-5.636145156,-5.744315745,-6.486690191,-9.394306427,-7.984083428,-5.345941083,-7.984083428,-5.636145156,-6.486690191,-6.486690191,-5.345941083,-7.984083428,-7.984083428,-9.394306427,-9.394306427,-7.707634137,-7.707634137,-7.707634137,-7.984083428,-7.984083428,-6.511253099,-6.511253099,-9.394306427,-6.511253099,-6.511253099,-6.511253099,-6.49941563,-5.636145156,-9.394306427,-7.707634137,-6.49941563,-7.707634137,-9.394306427,-6.486690191,-7.707634137,-5.345941083,-7.984083428,-7.984083428,-7.984083428,-6.511253099,-7.984083428,-7.984083428,-6.511253099,-9.394306427,-7.707634137,-9.394306427,-9.394306427,-9.394306427,-5.345941083,-7.984083428,-6.511253099,-6.511253099,-5.744315745,-6.486690191,-9.394306427,-7.707634137,-27.97975472,-19.07167359,-14.44708804,-19.43509286,-19.43509286,-27.64726244,-27.97975472,-27.6460203,-27.64726244,-27.64726244,-19.43509286,-27.64726244,-28.93296164,-14.44708804
1248,-6.505990209,-6.505990209,-6.505990209,-7.730224433,-6.505990209,-7.730224433,-5.362900205,-6.532060551,-6.532060551,-5.362900205,-6.532060551,-8.008185913,-8.008185913,-5.362900205,-5.653020486,-8.008185913,-8.008185913,-8.008185913,-9.423461494,-5.653020486,-9.423461494,-9.423461494,-7.730224433,-5.653020486,-5.653020486,-5.76017136,-6.505990209,-9.423461494,-8.008185913,-5.362900205,-8.008185913,-5.653020486,-6.505990209,-6.505990209,-5.362900205,-8.008185913,-8.008185913,-9.423461494,-9.423461494,-7.730224433,-7.730224433,-7.730224433,-8.008185913,-8.008185913,-6.532060551,-6.532060551,-9.423461494,-6.532060551,-6.532060551,-6.532060551,-6.516641998,-5.653020486,-9.423461494,-7.730224433,-6.516641998,-7.730224433,-9.423461494,-6.505990209,-7.730224433,-5.362900205,-8.008185913,-8.008185913,-8.008185913,-6.532060551,-8.008185913,-8.008185913,-6.532060551,-9.423461494,-7.730224433,-9.423461494,-9.423461494,-9.423461494,-5.362900205,-8.008185913,-6.532060551,-6.532060551,-5.76017136,-6.505990209,-9.423461494,-7.730224433,-28.06287024,-19.13346181,-14.49437087,-19.50941863,-19.50941863,-27.73303138,-28.06287024,-27.73154241,-27.73303138,-27.73303138,-19.50941863,-27.73303138,-28.97660325,-14.49437087
1254,-6.525332361,-6.525332361,-6.525332361,-7.753061243,-6.525332361,-7.753061243,-5.380031008,-6.553045248,-6.553045248,-5.380031008,-6.553045248,-8.032498348,-8.032498348,-5.380031008,-5.67001811,-8.032498348,-8.032498348,-8.032498348,-9.452822935,-5.67001811,-9.452822935,-9.452822935,-7.753061243,-5.67001811,-5.67001811,-5.775943946,-6.525332361,-9.452822935,-8.032498348,-5.380031008,-8.032498348,-5.67001811,-6.525332361,-6.525332361,-5.380031008,-8.032498348,-8.032498348,-9.452822935,-9.452822935,-7.753061243,-7.753061243,-7.753061243,-8.032498348,-8.032498348,-6.553045248,-6.553045248,-9.452822935,-6.553045248,-6.553045248,-6.553045248,-6.5338196,-5.67001811,-9.452822935,-7.753061243,-6.5338196,-7.753061243,-9.452822935,-6.525332361,-7.753061243,-5.380031008,-8.032498348,-8.032498348,-8.032498348,-6.553045248,-8.032498348,-8.032498348,-6.553045248,-9.452822935,-7.753061243,-9.452822935,-9.452822935,-9.452822935,-5.380031008,-8.032498348,-6.553045248,-6.553045248,-5.775943946,-6.525332361,-9.452822935,-7.753061243,-28.14567396,-19.19507551,-14.54156484,-19.58366545,-19.58366545,-27.81917488,-28.14567396,-27.81742539,-27.81917488,-27.81917488,-19.58366545,-27.81917488,-29.01957016,-14.54156484
1260,-6.544712218,-6.544712218,-6.544712218,-7.776131469,-6.544712218,-7.776131469,-5.39732456,-6.57419698,-6.57419698,-5.39732456,-6.57419698,-8.057009383,-8.057009383,-5.39732456,-5.687131364,-8.057009383,-8.057009383,-8.057009383,-9.482378244,-5.687131364,-9.482378244,-9.482378244,-7.776131469,-5.687131364,-5.687131364,-5.791636652,-6.544712218,-9.482378244,-8.057009383,-5.39732456,-8.057009383,-5.687131364,-6.544712218,-6.544712218,-5.39732456,-8.057009383,-8.057009383,-9.482378244,-9.482378244,-7.776131469,-7.776131469,-7.776131469,-8.057009383,-8.057009383,-6.57419698,-6.57419698,-9.482378244,-6.57419698,-6.57419698,-6.57419698,-6.550949563,-5.687131364,-9.482378244,-7.776131469,-6.550949563,-7.776131469,-9.482378244,-6.544712218,-7.776131469,-5.39732456,-8.057009383,-8.057009383,-8.057009383,-6.57419698,-8.057009383,-8.057009383,-6.57419698,-9.482378244,-7.776131469,-9.482378244,-9.482378244,-9.482378244,-5.39732456,-8.057009383,-6.57419698,-6.57419698,-5.791636652,-6.544712218,-9.482378244,-7.776131469,-28.22815974,-19.25650653,-14.58867557,-19.65781983,-19.65781983,-27.90566157,-28.22815974,-27.90363913,-27.90566157,-27.90566157,-19.65781983,-27.90566157,-29.0618879,-14.58867557
1266,-6.564125355,-6.564125355,-6.564125355,-7.799422016,-6.564125355,-7.799422016,-5.414771931,-6.595505535,-6.595505535,-5.414771931,-6.595505535,-8.081707667,-8.081707667,-5.414771931,-5.704353587,-8.081707667,-8.081707667,-8.081707667,-9.512114916,-5.704353587,-9.512114916,-9.512114916,-7.799422016,-5.704353587,-5.704353587,-5.807252627,-6.564125355,-9.512114916,-8.081707667,-5.414771931,-8.081707667,-5.704353587,-6.564125355,-6.564125355,-5.414771931,-8.081707667,-8.081707667,-9.512114916,-9.512114916,-7.799422016,-7.799422016,-7.799422016,-8.081707667,-8.081707667,-6.595505535,-6.595505535,-9.512114916,-6.595505535,-6.595505535,-6.595505535,-6.56803301,-5.704353587,-9.512114916,-7.799422016,-6.56803301,-7.799422016,-9.512114916,-6.564125355,-7.799422016,-5.414771931,-8.081707667,-8.081707667,-8.081707667,-6.595505535,-8.081707667,-8.081707667,-6.595505535,-9.512114916,-7.799422016,-9.512114916,-9.512114916,-9.512114916,-5.414771931,-8.081707667,-6.595505535,-6.595505535,-5.807252627,-6.564125355,-9.512114916,-7.799422016,-28.31032141,-19.31774672,-14.63570865,-19.73186829,-19.73186829,-27.99246014,-28.31032141,-27.99015351,-27.99246014,-27.99246014,-19.73186829,-27.99246014,-29.10358202,-14.63570865
1272,-6.583567343,-6.583567343,-6.583567343,-7.822919788,-6.583567343,-7.822919788,-5.432364191,-6.6169607,-6.6169607,-5.432364191,-6.6169607,-8.106581851,-8.106581851,-5.432364191,-5.721678117,-8.106581851,-8.106581851,-8.106581851,-9.542020445,-5.721678117,-9.542020445,-9.542020445,-7.822919788,-5.721678117,-5.721678117,-5.822795022,-6.583567343,-9.542020445,-8.106581851,-5.432364191,-8.106581851,-5.721678117,-6.583567343,-6.583567343,-5.432364191,-8.106581851,-8.106581851,-9.542020445,-9.542020445,-7.822919788,-7.822919788,-7.822919788,-8.106581851,-8.106581851,-6.6169607,-6.6169607,-9.542020445,-6.6169607,-6.6169607,-6.6169607,-6.585071067,-5.721678117,-9.542020445,-7.822919788,-6.585071067,-7.822919788,-9.542020445,-6.583567343,-7.822919788,-5.432364191,-8.106581851,-8.106581851,-8.106581851,-6.6169607,-8.106581851,-8.106581851,-6.6169607,-9.542020445,-7.822919788,-9.542020445,-9.542020445,-9.542020445,-5.432364191,-8.106581851,-6.6169607,-6.6169607,-5.822795022,-6.583567343,-9.542020445,-7.822919788,-28.39215281,-19.37878792,-14.6826697,-19.80579736,-19.80579736,-28.07953923,-28.39215281,-28.07693842,-28.07953923,-28.07953923,-19.80579736,-28.07953923,-29.14467805,-14.6826697
