Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2227V WHRL RG6 QD 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2286V WTRL RG11 95 1000,2281 WHRL RG6 TRI 1000,2287K WHRL RG11 QD 1000,2276V BKRL RG6 90 1000,2279V WHRL RG6 95 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2287V WTRL RG11 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
463.25,-1.136560737,-1.136560737,-1.136560737,-1.371475282,-1.136560737,-1.371475282,-0.964208382,-1.138827929,-1.138827929,-0.964208382,-1.138827929,-1.423672769,-1.423672769,-0.964208382,-0.986181538,-1.423672769,-1.423672769,-1.423672769,-1.65677166,-0.986181538,-1.65677166,-1.65677166,-1.371475282,-0.986181538,-0.986181538,-0.9859,-1.136560737,-1.65677166,-1.423672769,-0.964208382,-1.423672769,-0.986181538,-1.136560737,-1.136560737,-0.964208382,-1.423672769,-1.423672769,-1.65677166,-1.65677166,-1.371475282,-1.371475282,-1.371475282,-1.423672769,-1.423672769,-1.138827929,-1.138827929,-1.65677166,-1.138827929,-1.138827929,-1.138827929,-1.138827929,-0.986181538,-1.65677166,-1.371475282,-1.138827929,-1.371475282,-1.65677166,-1.136560737,-1.371475282,-0.964208382,-1.423672769,-1.423672769,-1.423672769,-1.138827929,-1.423672769,-1.423672769,-1.138827929,-1.65677166,-1.371475282,-1.65677166,-1.65677166,-1.65677166,-0.964208382,-1.423672769,-1.138827929,-1.138827929,-0.9859,-1.136560737,-1.65677166,-1.371475282,-4.623066602,-3.007881157,-2.181340515,-3.007881157,-3.007881157,-4.620254165,-4.620254165,-4.623066602,-3.559929332,-4.620254165,-3.007881157,-4.620254165,-4.707396665,-4.620254165,-3.007881157,-4.620254165,-3.007881157,-4.796315964,-2.181340515
469.25,-1.143772077,-1.143772077,-1.143772077,-1.381286178,-1.143772077,-1.381286178,-0.970049116,-1.147440853,-1.147440853,-0.970049116,-1.147440853,-1.43490462,-1.43490462,-0.970049116,-0.993597228,-1.43490462,-1.43490462,-1.43490462,-1.668979781,-0.993597228,-1.668979781,-1.668979781,-1.381286178,-0.993597228,-0.993597228,-0.9931,-1.143772077,-1.668979781,-1.43490462,-0.970049116,-1.43490462,-0.993597228,-1.143772077,-1.143772077,-0.970049116,-1.43490462,-1.43490462,-1.668979781,-1.668979781,-1.381286178,-1.381286178,-1.381286178,-1.43490462,-1.43490462,-1.147440853,-1.147440853,-1.668979781,-1.147440853,-1.147440853,-1.147440853,-1.147440853,-0.993597228,-1.668979781,-1.381286178,-1.147440853,-1.381286178,-1.668979781,-1.143772077,-1.381286178,-0.970049116,-1.43490462,-1.43490462,-1.43490462,-1.147440853,-1.43490462,-1.43490462,-1.147440853,-1.668979781,-1.381286178,-1.668979781,-1.668979781,-1.668979781,-0.970049116,-1.43490462,-1.147440853,-1.147440853,-0.9931,-1.143772077,-1.668979781,-1.381286178,-4.659414496,-3.031659048,-2.201102848,-3.031659048,-3.031659048,-4.656464927,-4.656464927,-4.659414496,-3.589907185,-4.656464927,-3.031659048,-4.656464927,-4.741262408,-4.656464927,-3.031659048,-4.656464927,-3.031659048,-4.824585105,-2.201102848
475.25,-1.150871097,-1.150871097,-1.150871097,-1.391073266,-1.150871097,-1.391073266,-0.975707341,-1.15602974,-1.15602974,-0.975707341,-1.15602974,-1.446215089,-1.446215089,-0.975707341,-1.000988567,-1.446215089,-1.446215089,-1.446215089,-1.681164407,-1.000988567,-1.681164407,-1.681164407,-1.391073266,-1.000988567,-1.000988567,-1.0003,-1.150871097,-1.681164407,-1.446215089,-0.975707341,-1.446215089,-1.000988567,-1.150871097,-1.150871097,-0.975707341,-1.446215089,-1.446215089,-1.681164407,-1.681164407,-1.391073266,-1.391073266,-1.391073266,-1.446215089,-1.446215089,-1.15602974,-1.15602974,-1.681164407,-1.15602974,-1.15602974,-1.15602974,-1.15602974,-1.000988567,-1.681164407,-1.391073266,-1.15602974,-1.391073266,-1.681164407,-1.150871097,-1.391073266,-0.975707341,-1.446215089,-1.446215089,-1.446215089,-1.15602974,-1.446215089,-1.446215089,-1.15602974,-1.681164407,-1.391073266,-1.681164407,-1.681164407,-1.681164407,-0.975707341,-1.446215089,-1.15602974,-1.15602974,-1.0003,-1.150871097,-1.681164407,-1.391073266,-4.695613172,-3.055339359,-2.220814484,-3.055339359,-3.055339359,-4.692541169,-4.692541169,-4.695613172,-3.619812784,-4.692541169,-3.055339359,-4.692541169,-4.774896351,-4.692541169,-3.055339359,-4.692541169,-3.055339359,-4.85237524,-2.220814484
481.25,-1.157905649,-1.157905649,-1.157905649,-1.40078125,-1.157905649,-1.40078125,-0.981316584,-1.164538762,-1.164538762,-0.981316584,-1.164538762,-1.457432646,-1.457432646,-0.981316584,-1.008299006,-1.457432646,-1.457432646,-1.457432646,-1.69327097,-1.008299006,-1.69327097,-1.69327097,-1.40078125,-1.008299006,-1.008299006,-1.0075,-1.157905649,-1.69327097,-1.457432646,-0.981316584,-1.457432646,-1.008299006,-1.157905649,-1.157905649,-0.981316584,-1.457432646,-1.457432646,-1.69327097,-1.69327097,-1.40078125,-1.40078125,-1.40078125,-1.457432646,-1.457432646,-1.164538762,-1.164538762,-1.69327097,-1.164538762,-1.164538762,-1.164538762,-1.164538762,-1.008299006,-1.69327097,-1.40078125,-1.164538762,-1.40078125,-1.69327097,-1.157905649,-1.40078125,-0.981316584,-1.457432646,-1.457432646,-1.457432646,-1.164538762,-1.457432646,-1.457432646,-1.164538762,-1.69327097,-1.40078125,-1.69327097,-1.69327097,-1.69327097,-0.981316584,-1.457432646,-1.164538762,-1.164538762,-1.0075,-1.157905649,-1.69327097,-1.40078125,-4.731665861,-3.07892715,-2.240475143,-3.07892715,-3.07892715,-4.728484261,-4.728484261,-4.731665861,-3.649644231,-4.728484261,-3.07892715,-4.728484261,-4.808306777,-4.728484261,-3.07892715,-4.728484261,-3.07892715,-4.879722433,-2.240475143
487.25,-1.164923586,-1.164923586,-1.164923586,-1.410354834,-1.164923586,-1.410354834,-0.987010372,-1.172912092,-1.172912092,-0.987010372,-1.172912092,-1.468385762,-1.468385762,-0.987010372,-1.015471989,-1.468385762,-1.468385762,-1.468385762,-1.705244902,-1.015471989,-1.705244902,-1.705244902,-1.410354834,-1.015471989,-1.015471989,-1.0147,-1.164923586,-1.705244902,-1.468385762,-0.987010372,-1.468385762,-1.015471989,-1.164923586,-1.164923586,-0.987010372,-1.468385762,-1.468385762,-1.705244902,-1.705244902,-1.410354834,-1.410354834,-1.410354834,-1.468385762,-1.468385762,-1.172912092,-1.172912092,-1.705244902,-1.172912092,-1.172912092,-1.172912092,-1.172912092,-1.015471989,-1.705244902,-1.410354834,-1.172912092,-1.410354834,-1.705244902,-1.164923586,-1.410354834,-0.987010372,-1.468385762,-1.468385762,-1.468385762,-1.172912092,-1.468385762,-1.468385762,-1.172912092,-1.705244902,-1.410354834,-1.705244902,-1.705244902,-1.705244902,-0.987010372,-1.468385762,-1.172912092,-1.172912092,-1.0147,-1.164923586,-1.705244902,-1.410354834,-4.767575792,-3.102427479,-2.260084543,-3.102427479,-3.102427479,-4.764295576,-4.764295576,-4.767575792,-3.679399627,-4.764295576,-3.102427479,-4.764295576,-4.841501968,-4.764295576,-3.102427479,-4.764295576,-3.102427479,-4.906662752,-2.260084543
493.25,-1.17197276,-1.17197276,-1.17197276,-1.419738722,-1.17197276,-1.419738722,-0.992922234,-1.181093902,-1.181093902,-0.992922234,-1.181093902,-1.478902907,-1.478902907,-0.992922234,-1.022450966,-1.478902907,-1.478902907,-1.478902907,-1.717031634,-1.022450966,-1.717031634,-1.717031634,-1.419738722,-1.022450966,-1.022450966,-1.0219,-1.17197276,-1.717031634,-1.478902907,-0.992922234,-1.478902907,-1.022450966,-1.17197276,-1.17197276,-0.992922234,-1.478902907,-1.478902907,-1.717031634,-1.717031634,-1.419738722,-1.419738722,-1.419738722,-1.478902907,-1.478902907,-1.181093902,-1.181093902,-1.717031634,-1.181093902,-1.181093902,-1.181093902,-1.181093902,-1.022450966,-1.717031634,-1.419738722,-1.181093902,-1.419738722,-1.717031634,-1.17197276,-1.419738722,-0.992922234,-1.478902907,-1.478902907,-1.478902907,-1.181093902,-1.478902907,-1.478902907,-1.181093902,-1.717031634,-1.419738722,-1.717031634,-1.717031634,-1.717031634,-0.992922234,-1.478902907,-1.181093902,-1.181093902,-1.0219,-1.17197276,-1.717031634,-1.419738722,-4.803346197,-3.125845403,-2.279642404,-3.125845403,-3.125845403,-4.799976487,-4.799976487,-4.803346197,-3.709077074,-4.799976487,-3.125845403,-4.799976487,-4.874490207,-4.799976487,-3.125845403,-4.799976487,-3.125845403,-4.93323226,-2.279642404
499.25,-1.179101023,-1.179101023,-1.179101023,-1.428877618,-1.179101023,-1.428877618,-0.999185695,-1.189028364,-1.189028364,-0.999185695,-1.189028364,-1.488812552,-1.488812552,-0.999185695,-1.029179382,-1.488812552,-1.488812552,-1.488812552,-1.728576597,-1.029179382,-1.728576597,-1.728576597,-1.428877618,-1.029179382,-1.029179382,-1.0291,-1.179101023,-1.728576597,-1.488812552,-0.999185695,-1.488812552,-1.029179382,-1.179101023,-1.179101023,-0.999185695,-1.488812552,-1.488812552,-1.728576597,-1.728576597,-1.428877618,-1.428877618,-1.428877618,-1.488812552,-1.488812552,-1.189028364,-1.189028364,-1.728576597,-1.189028364,-1.189028364,-1.189028364,-1.189028364,-1.029179382,-1.728576597,-1.428877618,-1.189028364,-1.428877618,-1.728576597,-1.179101023,-1.428877618,-0.999185695,-1.488812552,-1.488812552,-1.488812552,-1.189028364,-1.488812552,-1.488812552,-1.189028364,-1.728576597,-1.428877618,-1.728576597,-1.728576597,-1.728576597,-0.999185695,-1.488812552,-1.189028364,-1.189028364,-1.0291,-1.179101023,-1.728576597,-1.428877618,-4.838980307,-3.149185981,-2.299148443,-3.149185981,-3.149185981,-4.835528364,-4.835528364,-4.838980307,-3.738674675,-4.835528364,-3.149185981,-4.835528364,-4.907279776,-4.835528364,-3.149185981,-4.835528364,-3.149185981,-4.959467023,-2.299148443
505.25,-1.186254458,-1.186254458,-1.186254458,-1.437696455,-1.186254458,-1.437696455,-1.00595964,-1.196688189,-1.196688189,-1.00595964,-1.196688189,-1.498039894,-1.498039894,-1.00595964,-1.035587456,-1.498039894,-1.498039894,-1.498039894,-1.739801664,-1.035587456,-1.739801664,-1.739801664,-1.437696455,-1.035587456,-1.035587456,-1.036353822,-1.186254458,-1.739801664,-1.498039894,-1.00595964,-1.498039894,-1.035587456,-1.186254458,-1.186254458,-1.00595964,-1.498039894,-1.498039894,-1.739801664,-1.739801664,-1.437696455,-1.437696455,-1.437696455,-1.498039894,-1.498039894,-1.196688189,-1.196688189,-1.739801664,-1.196688189,-1.196688189,-1.196688189,-1.196688189,-1.035587456,-1.739801664,-1.437696455,-1.196688189,-1.437696455,-1.739801664,-1.186254458,-1.437696455,-1.00595964,-1.498039894,-1.498039894,-1.498039894,-1.196688189,-1.498039894,-1.498039894,-1.196688189,-1.739801664,-1.437696455,-1.739801664,-1.739801664,-1.739801664,-1.00595964,-1.498039894,-1.196688189,-1.196688189,-1.036353822,-1.186254458,-1.739801664,-1.437696455,-4.874481351,-3.172454271,-2.31860238,-3.172454271,-3.172454271,-4.870952579,-4.870952579,-4.874481351,-3.768190531,-4.870952579,-3.172454271,-4.870952579,-4.939878957,-4.870952579,-3.172454271,-4.870952579,-3.172454271,-4.985403107,-2.31860238
511.25,-1.193318918,-1.193318918,-1.193318918,-1.446197562,-1.193318918,-1.446197562,-1.013233682,-1.204123726,-1.204123726,-1.013233682,-1.204123726,-1.506749387,-1.506749387,-1.013233682,-1.041685938,-1.506749387,-1.506749387,-1.506749387,-1.750704293,-1.041685938,-1.750704293,-1.750704293,-1.446197562,-1.041685938,-1.041685938,-1.043714006,-1.193318918,-1.750704293,-1.506749387,-1.013233682,-1.506749387,-1.041685938,-1.193318918,-1.193318918,-1.013233682,-1.506749387,-1.506749387,-1.750704293,-1.750704293,-1.446197562,-1.446197562,-1.446197562,-1.506749387,-1.506749387,-1.204123726,-1.204123726,-1.750704293,-1.204123726,-1.204123726,-1.204123726,-1.204123726,-1.041685938,-1.750704293,-1.446197562,-1.204123726,-1.446197562,-1.750704293,-1.193318918,-1.446197562,-1.013233682,-1.506749387,-1.506749387,-1.506749387,-1.204123726,-1.506749387,-1.506749387,-1.204123726,-1.750704293,-1.446197562,-1.750704293,-1.750704293,-1.750704293,-1.013233682,-1.506749387,-1.204123726,-1.204123726,-1.043714006,-1.193318918,-1.750704293,-1.446197562,-4.909852562,-3.195655331,-2.338003935,-3.195655331,-3.195655331,-4.906250506,-4.906250506,-4.909852562,-3.797622745,-4.906250506,-3.195655331,-4.906250506,-4.972296033,-4.906250506,-3.195655331,-4.906250506,-3.195655331,-5.011076576,-2.338003935
517.25,-1.200340178,-1.200340178,-1.200340178,-1.454476911,-1.200340178,-1.454476911,-1.020828189,-1.21138314,-1.21138314,-1.020828189,-1.21138314,-1.515081299,-1.515081299,-1.020828189,-1.047568419,-1.515081299,-1.515081299,-1.515081299,-1.761381826,-1.047568419,-1.761381826,-1.761381826,-1.454476911,-1.047568419,-1.047568419,-1.051125244,-1.200340178,-1.761381826,-1.515081299,-1.020828189,-1.515081299,-1.047568419,-1.200340178,-1.200340178,-1.020828189,-1.515081299,-1.515081299,-1.761381826,-1.761381826,-1.454476911,-1.454476911,-1.454476911,-1.515081299,-1.515081299,-1.21138314,-1.21138314,-1.761381826,-1.21138314,-1.21138314,-1.21138314,-1.21138314,-1.047568419,-1.761381826,-1.454476911,-1.21138314,-1.454476911,-1.761381826,-1.200340178,-1.454476911,-1.020828189,-1.515081299,-1.515081299,-1.515081299,-1.21138314,-1.515081299,-1.515081299,-1.21138314,-1.761381826,-1.454476911,-1.761381826,-1.761381826,-1.761381826,-1.020828189,-1.515081299,-1.21138314,-1.21138314,-1.051125244,-1.200340178,-1.761381826,-1.454476911,-4.945097169,-3.218794221,-2.357352824,-3.218794221,-3.218794221,-4.941423514,-4.941423514,-4.945097169,-3.826969417,-4.941423514,-3.218794221,-4.941423514,-5.004539287,-4.941423514,-3.218794221,-4.941423514,-3.218794221,-5.036523497,-2.357352824
523.25,-1.207366091,-1.207366091,-1.207366091,-1.462631267,-1.207366091,-1.462631267,-1.028562194,-1.218514283,-1.218514283,-1.028562194,-1.218514283,-1.523174736,-1.523174736,-1.028562194,-1.053329156,-1.523174736,-1.523174736,-1.523174736,-1.771932489,-1.053329156,-1.771932489,-1.771932489,-1.462631267,-1.053329156,-1.053329156,-1.058530984,-1.207366091,-1.771932489,-1.523174736,-1.028562194,-1.523174736,-1.053329156,-1.207366091,-1.207366091,-1.028562194,-1.523174736,-1.523174736,-1.771932489,-1.771932489,-1.462631267,-1.462631267,-1.462631267,-1.523174736,-1.523174736,-1.218514283,-1.218514283,-1.771932489,-1.218514283,-1.218514283,-1.218514283,-1.218514283,-1.053329156,-1.771932489,-1.462631267,-1.218514283,-1.462631267,-1.771932489,-1.207366091,-1.462631267,-1.028562194,-1.523174736,-1.523174736,-1.523174736,-1.218514283,-1.523174736,-1.523174736,-1.218514283,-1.771932489,-1.462631267,-1.771932489,-1.771932489,-1.771932489,-1.028562194,-1.523174736,-1.218514283,-1.218514283,-1.058530984,-1.207366091,-1.771932489,-1.462631267,-4.980218403,-3.241875997,-2.376648769,-3.241875997,-3.241875997,-4.976472978,-4.976472978,-4.980218403,-3.85622865,-4.976472978,-3.241875997,-4.976472978,-5.036617,-4.976472978,-3.241875997,-4.976472978,-3.241875997,-5.061779933,-2.376648769
529.25,-1.214444507,-1.214444507,-1.214444507,-1.470757399,-1.214444507,-1.470757399,-1.036254726,-1.225565008,-1.225565008,-1.036254726,-1.225565008,-1.531168801,-1.531168801,-1.036254726,-1.059062401,-1.531168801,-1.531168801,-1.531168801,-1.782454502,-1.059062401,-1.782454502,-1.782454502,-1.470757399,-1.059062401,-1.059062401,-1.065874673,-1.214444507,-1.782454502,-1.531168801,-1.036254726,-1.531168801,-1.059062401,-1.214444507,-1.214444507,-1.036254726,-1.531168801,-1.531168801,-1.782454502,-1.782454502,-1.470757399,-1.470757399,-1.470757399,-1.531168801,-1.531168801,-1.225565008,-1.225565008,-1.782454502,-1.225565008,-1.225565008,-1.225565008,-1.225565008,-1.059062401,-1.782454502,-1.470757399,-1.225565008,-1.470757399,-1.782454502,-1.214444507,-1.470757399,-1.036254726,-1.531168801,-1.531168801,-1.531168801,-1.225565008,-1.531168801,-1.531168801,-1.225565008,-1.782454502,-1.470757399,-1.782454502,-1.782454502,-1.782454502,-1.036254726,-1.531168801,-1.225565008,-1.225565008,-1.065874673,-1.214444507,-1.782454502,-1.470757399,-5.015219495,-3.264905719,-2.395891487,-3.264905719,-3.264905719,-5.011400267,-5.011400267,-5.015219495,-3.885398545,-5.011400267,-3.264905719,-5.011400267,-5.068537456,-5.011400267,-3.264905719,-5.011400267,-3.264905719,-5.086881951,-2.395891487
535.25,-1.221623281,-1.221623281,-1.221623281,-1.478952075,-1.221623281,-1.478952075,-1.043724818,-1.232583166,-1.232583166,-1.043724818,-1.232583166,-1.539202598,-1.539202598,-1.043724818,-1.06486241,-1.539202598,-1.539202598,-1.539202598,-1.793046091,-1.06486241,-1.793046091,-1.793046091,-1.478952075,-1.06486241,-1.06486241,-1.073099758,-1.221623281,-1.793046091,-1.539202598,-1.043724818,-1.539202598,-1.06486241,-1.221623281,-1.221623281,-1.043724818,-1.539202598,-1.539202598,-1.793046091,-1.793046091,-1.478952075,-1.478952075,-1.478952075,-1.539202598,-1.539202598,-1.232583166,-1.232583166,-1.793046091,-1.232583166,-1.232583166,-1.232583166,-1.232583166,-1.06486241,-1.793046091,-1.478952075,-1.232583166,-1.478952075,-1.793046091,-1.221623281,-1.478952075,-1.043724818,-1.539202598,-1.539202598,-1.539202598,-1.232583166,-1.539202598,-1.539202598,-1.232583166,-1.793046091,-1.478952075,-1.793046091,-1.793046091,-1.793046091,-1.043724818,-1.539202598,-1.232583166,-1.232583166,-1.073099758,-1.221623281,-1.793046091,-1.478952075,-5.050103675,-3.287888444,-2.415080697,-3.287888444,-3.287888444,-5.046206755,-5.046206755,-5.050103675,-3.914477205,-5.046206755,-3.287888444,-5.046206755,-5.100308936,-5.046206755,-3.287888444,-5.046206755,-3.287888444,-5.111865617,-2.415080697
541.25,-1.228950264,-1.228950264,-1.228950264,-1.487312062,-1.228950264,-1.487312062,-1.0507915,-1.239616611,-1.239616611,-1.0507915,-1.239616611,-1.54741523,-1.54741523,-1.0507915,-1.070823438,-1.54741523,-1.54741523,-1.54741523,-1.803805477,-1.070823438,-1.803805477,-1.803805477,-1.487312062,-1.070823438,-1.070823438,-1.080149688,-1.228950264,-1.803805477,-1.54741523,-1.0507915,-1.54741523,-1.070823438,-1.228950264,-1.228950264,-1.0507915,-1.54741523,-1.54741523,-1.803805477,-1.803805477,-1.487312062,-1.487312062,-1.487312062,-1.54741523,-1.54741523,-1.239616611,-1.239616611,-1.803805477,-1.239616611,-1.239616611,-1.239616611,-1.239616611,-1.070823438,-1.803805477,-1.487312062,-1.239616611,-1.487312062,-1.803805477,-1.228950264,-1.487312062,-1.0507915,-1.54741523,-1.54741523,-1.54741523,-1.239616611,-1.54741523,-1.54741523,-1.239616611,-1.803805477,-1.487312062,-1.803805477,-1.803805477,-1.803805477,-1.0507915,-1.54741523,-1.239616611,-1.239616611,-1.080149688,-1.228950264,-1.803805477,-1.487312062,-5.084874175,-3.31082923,-2.434216119,-3.31082923,-3.31082923,-5.080893813,-5.080893813,-5.084874175,-3.943462732,-5.080893813,-3.31082923,-5.080893813,-5.131939723,-5.080893813,-3.31082923,-5.080893813,-3.31082923,-5.136766994,-2.434216119
547.25,-1.236473309,-1.236473309,-1.236473309,-1.495934131,-1.236473309,-1.495934131,-1.057273804,-1.246713194,-1.246713194,-1.057273804,-1.246713194,-1.555945803,-1.555945803,-1.057273804,-1.077039738,-1.555945803,-1.555945803,-1.555945803,-1.814830884,-1.077039738,-1.814830884,-1.814830884,-1.495934131,-1.077039738,-1.077039738,-1.086967908,-1.236473309,-1.814830884,-1.555945803,-1.057273804,-1.555945803,-1.077039738,-1.236473309,-1.236473309,-1.057273804,-1.555945803,-1.555945803,-1.814830884,-1.814830884,-1.495934131,-1.495934131,-1.495934131,-1.555945803,-1.555945803,-1.246713194,-1.246713194,-1.814830884,-1.246713194,-1.246713194,-1.246713194,-1.246713194,-1.077039738,-1.814830884,-1.495934131,-1.246713194,-1.495934131,-1.814830884,-1.236473309,-1.495934131,-1.057273804,-1.555945803,-1.555945803,-1.555945803,-1.246713194,-1.555945803,-1.555945803,-1.246713194,-1.814830884,-1.495934131,-1.814830884,-1.814830884,-1.814830884,-1.057273804,-1.555945803,-1.246713194,-1.246713194,-1.086967908,-1.236473309,-1.814830884,-1.495934131,-5.119534225,-3.333733137,-2.45329747,-3.333733137,-3.333733137,-5.115462814,-5.115462814,-5.119534225,-3.972353227,-5.115462814,-3.333733137,-5.115462814,-5.1634381,-5.115462814,-3.333733137,-5.115462814,-3.333733137,-5.161622149,-2.45329747
550,-1.24,-1.24,-1.24,-1.5,-1.24,-1.5,-1.06,-1.25,-1.25,-1.06,-1.25,-1.56,-1.56,-1.06,-1.08,-1.56,-1.56,-1.56,-1.82,-1.08,-1.82,-1.82,-1.5,-1.08,-1.08,-1.09,-1.24,-1.82,-1.56,-1.06,-1.56,-1.08,-1.24,-1.24,-1.06,-1.56,-1.56,-1.82,-1.82,-1.5,-1.5,-1.5,-1.56,-1.56,-1.25,-1.25,-1.82,-1.25,-1.25,-1.25,-1.25,-1.08,-1.82,-1.5,-1.25,-1.5,-1.82,-1.24,-1.5,-1.06,-1.56,-1.56,-1.56,-1.25,-1.56,-1.56,-1.25,-1.82,-1.5,-1.82,-1.82,-1.82,-1.06,-1.56,-1.25,-1.25,-1.09,-1.24,-1.82,-1.5,-5.135384053,-3.344219821,-2.462024943,-3.344219821,-3.344219821,-5.131267859,-5.131267859,-5.135384053,-3.985562424,-5.131267859,-3.344219821,-5.131267859,-5.177832873,-5.131267859,-3.344219821,-5.131267859,-3.344219821,-5.173008524,-2.462024943
553.25,-1.244268711,-1.244268711,-1.244268711,-1.504921245,-1.244268711,-1.504921245,-1.063044596,-1.2539,-1.2539,-1.063044596,-1.2539,-1.56491469,-1.56491469,-1.063044596,-1.08360828,-1.56491469,-1.56491469,-1.56491469,-1.826238191,-1.08360828,-1.826238191,-1.826238191,-1.504921245,-1.08360828,-1.08360828,-1.093503013,-1.244268711,-1.826238191,-1.56491469,-1.063044596,-1.56491469,-1.08360828,-1.244268711,-1.244268711,-1.063044596,-1.56491469,-1.56491469,-1.826238191,-1.826238191,-1.504921245,-1.504921245,-1.504921245,-1.56491469,-1.56491469,-1.2539,-1.2539,-1.826238191,-1.2539,-1.2539,-1.2539,-1.2539,-1.08360828,-1.826238191,-1.504921245,-1.2539,-1.504921245,-1.826238191,-1.244268711,-1.504921245,-1.063044596,-1.56491469,-1.56491469,-1.56491469,-1.2539,-1.56491469,-1.56491469,-1.2539,-1.826238191,-1.504921245,-1.826238191,-1.826238191,-1.826238191,-1.063044596,-1.56491469,-1.2539,-1.2539,-1.093503013,-1.244268711,-1.826238191,-1.504921245,-5.154087055,-3.356605222,-2.472324471,-3.356605222,-3.356605222,-5.149915128,-5.149915128,-5.154087055,-4.001146792,-5.149915128,-3.356605222,-5.149915128,-5.194812349,-5.149915128,-3.356605222,-5.149915128,-3.356605222,-5.186467147,-2.472324471
559.25,-1.252462663,-1.252462663,-1.252462663,-1.514316283,-1.252462663,-1.514316283,-1.068312437,-1.2611,-1.2611,-1.068312437,-1.2611,-1.574269995,-1.574269995,-1.068312437,-1.090558475,-1.574269995,-1.574269995,-1.574269995,-1.8381164,-1.090558475,-1.8381164,-1.8381164,-1.514316283,-1.090558475,-1.090558475,-1.099771262,-1.252462663,-1.8381164,-1.574269995,-1.068312437,-1.574269995,-1.090558475,-1.252462663,-1.252462663,-1.068312437,-1.574269995,-1.574269995,-1.8381164,-1.8381164,-1.514316283,-1.514316283,-1.514316283,-1.574269995,-1.574269995,-1.2611,-1.2611,-1.8381164,-1.2611,-1.2611,-1.2611,-1.2611,-1.090558475,-1.8381164,-1.514316283,-1.2611,-1.514316283,-1.8381164,-1.252462663,-1.514316283,-1.068312437,-1.574269995,-1.574269995,-1.574269995,-1.2611,-1.574269995,-1.574269995,-1.2611,-1.8381164,-1.514316283,-1.8381164,-1.8381164,-1.8381164,-1.068312437,-1.574269995,-1.2611,-1.2611,-1.099771262,-1.252462663,-1.8381164,-1.514316283,-5.188535897,-3.379450543,-2.49129684,-3.379450543,-3.379450543,-5.184252128,-5.184252128,-5.188535897,-4.029841529,-5.184252128,-3.379450543,-5.184252128,-5.226070753,-5.184252128,-3.379450543,-5.184252128,-3.379450543,-5.211338052,-2.49129684
